"代號","名稱","成交","漲跌價","漲跌幅","股利發放年度","除息交易日","現金股利","除息前價格","除息參考價","除息至今漲跌價","除息至今漲跌幅","填息貼息(元)","填息花費日數","除權交易日","股票股利","除權前價格","除權參考價","除權至今漲跌價","除權至今漲跌幅","填權貼權(元)","填權花費日數"
="5434","崇越","179.5","+0.5","+0.28","2019","19'07/23","5.3","87.1","81.8","+97.7","+119","+92.4","12","","0","","","","","",""
="5469","瀚宇博","47.5","-0.4","-0.84","2019","19'07/16","1","32.65","31.05","+16.45","+53","+14.85","4","19'07/16","0.2","32.65","31.05","+16.45","+53","+14.85","4"
="5471","松翰","49.75","-0.25","-0.5","2019","19'07/10","2.08","32.2","30.1","+19.65","+65.3","+17.55","25","","0","","","","","",""
="5484","慧友","25.65","+2.25","+9.62","2019","","0","","","","","","","","0","","","","","",""
="5515","建國","14.25","-0.05","-0.35","2019","19'07/12","0.5","10.75","10.25","+4","+39","+3.5","100","","0","","","","","",""
="5519","隆大","25.05","-0.2","-0.79","2019","19'09/09","0.95","16.75","15.8","+9.25","+58.5","+8.3","85","","0","","","","","",""
="5521","工信","7.55","+0.01","+0.13","2019","","0","","","","","","","","0","","","","","",""
="5522","遠雄","59.6","-0.8","-1.32","2019","19'07/16","3","41","38","+21.6","+56.8","+18.6","108","","0","","","","","",""
="5525","順天","26.55","-0.05","-0.19","2019","19'08/26","2","27.95","23.6","+2.95","+12.5","-1.4","518","19'08/26","1","27.95","23.6","+2.95","+12.5","-1.4","518"
="5531","鄉林","10.15","-0.2","-1.93","2019","","0","","","","","","","19'08/05","0.1","9.63","9.53","+0.62","","+0.52","11"
="5533","皇鼎","18","-0.05","-0.28","2019","19'06/26","0.7","16.25","15.55","+2.45","+15.8","+1.75","29","","0","","","","","",""
="5534","長虹","79.5","-0.1","-0.13","2019","19'08/27","7","88.4","81.4","-1.9","-2.33","-8.9","186","","0","","","","","",""
="5538","東明-KY","37","-0.75","-1.99","2019","19'07/10","2","35.85","33.85","+3.15","+9.31","+1.15","64","","0","","","","","",""
="5546","永固-KY","40.2","-0.25","-0.62","","","","","","","","","","","","","","","","",""
="5607","遠雄港","70.7","+1.4","+2.02","2019","19'08/07","0.4","22.4","22","+48.7","+221","+48.3","1","","0","","","","","",""
="5608","四維航","22.3","-0.55","-2.41","2019","","0","","","","","","","","0","","","","","",""
="5706","鳳凰","91.6","-4.2","-4.38","2019","19'07/19","1.61","39","35.6","+56","+157","+52.6","86","19'07/19","0.5","39","35.6","+56","+157","+52.6","86"
="5871","中租-KY","202.5","-2","-0.98","2019","19'07/31","4.2","139.5","131.5","+71","+54","+63","57","19'07/31","0.3","139.5","131.5","+71","+54","+63","57"
"5871A","中租-KY甲特","100","+0.1","+0.1","","","","","","","","","","","","","","","","",""
="5876","上海商銀","43.75","+0.25","+0.57","2019","19'07/08","2","57.4","55.4","-11.65","-21","-13.65","3","","0","","","","","",""
="5880","合庫金","28.15","+0.1","+0.36","2019","19'08/14","0.75","20.7","19.35","+8.8","+45.5","+7.45","24","19'08/14","0.3","20.7","19.35","+8.8","+45.5","+7.45","24"
="5906","台南-KY","72.5","-2.6","-3.46","2019","","0","","","","","","","","0","","","","","",""
="5907","大洋-KY","14.85","-0.1","-0.67","2019","19'09/03","1.69","31.3","29.6","-14.75","-49.8","-16.45","31","","0","","","","","",""
="6005","群益證","14.5","-0.1","-0.68","2019","19'08/12","0.4","9.35","8.95","+5.55","+62","+5.15","57","","0","","","","","",""
="6024","群益期","42.45","-0.2","-0.47","2019","19'06/24","3.4","47.8","44.4","-1.95","-4.39","-5.35","","","0","","","","","",""
="6108","競國","17.6","-0.2","-1.12","2019","19'07/24","2.5","30.65","28.15","-10.55","-37.5","-13.05","","","0","","","","","",""
="6112","邁達特","68.5","-1.4","-2","2019","19'07/01","1.5","36.9","32.2","+36.3","+113","+31.6","206","19'07/01","1","36.9","32.2","+36.3","+113","+31.6","206"
="6115","鎰勝","44.6","+0.05","+0.11","2019","19'07/11","3","43.9","40.9","+3.7","+9.05","+0.7","132","","0","","","","","",""
="6116","彩晶","13.25","-0.2","-1.49","2019","19'07/30","0.3","6.95","6.65","+6.6","+99.2","+6.3","26","","0","","","","","",""
="6117","迎廣","25.2","-0.05","-0.2","2019","","0","","","","","","","","0","","","","","",""
="6120","達運","18.9","+1.2","+6.78","2019","19'07/22","0.34","18","17.65","+1.25","+7.08","+0.9","2","","0","","","","","",""
="6128","上福","32.3","-0.05","-0.15","2019","19'07/25","2","35.15","33.15","-0.85","-2.56","-2.85","876","","0","","","","","",""
="6133","金橋","17.2","-0.35","-1.99","2019","19'09/18","0.25","8.54","8.29","+8.91","+107","+8.66","84","","0","","","","","",""
="6136","富爾特","18.9","-0.05","-0.26","2019","19'07/08","1.5","21.25","19.75","-0.85","-4.3","-2.35","582","","0","","","","","",""
="6139","亞翔","77.4","+6.2","+8.71","2019","19'08/15","1.5","27.4","25.9","+51.5","+199","+50","81","","0","","","","","",""
="6141","柏承","17.5","0","0","2019","19'07/16","0.1","19.65","19.55","-2.05","-10.5","-2.15","1","","0","","","","","",""
="6142","友勁","12.55","-0.2","-1.57","2019","","0","","","","","","","","0","","","","","",""
="6152","百一","10.25","-0.4","-3.76","2019","","0","","","","","","","","0","","","","","",""
="6153","嘉聯益","24.2","0","0","2019","19'07/23","0.3","32.3","31.05","-6.85","-22.1","-8.1","1","19'07/23","0.3","32.3","31.05","-6.85","-22.1","-8.1","1"
="6155","鈞寶","25.05","-0.05","-0.2","2019","19'06/19","1","21.6","20.6","+4.45","+21.6","+3.45","12","","0","","","","","",""
="6164","華興","11.85","-0.25","-2.07","2019","19'06/24","0.2","7.47","7.27","+4.58","+63","+4.38","18","","0","","","","","",""
="6165","浪凡","31.7","-0.6","-1.86","2019","","0","","","","","","","","0","","","","","",""
="6166","凌華","72.4","+1.5","+2.12","2019","19'07/12","1.3","40.55","39.25","+33.15","+84.5","+31.85","8","","0","","","","","",""
="6168","宏齊","25","-0.35","-1.38","2019","19'08/28","1","14.25","13.25","+11.75","+88.7","+10.75","4","","0","","","","","",""
="6176","瑞儀","111","+1","+0.91","2019","19'07/01","7","104","97","+14","+14.4","+7","8","","0","","","","","",""
="6177","達麗","31.55","0","0","2019","19'08/01","0.5","29.9","28","+3.55","+12.7","+1.65","67","19'08/01","0.5","29.9","28","+3.55","+12.7","+1.65","67"
="6183","關貿","65.5","-0.1","-0.15","2019","19'08/23","1.66","37","35.35","+30.15","+85.3","+28.5","5","","0","","","","","",""
="6184","大豐電","50.7","-0.4","-0.78","2019","19'07/02","2.5","37.55","35.05","+15.65","+44.7","+13.15","34","","0","","","","","",""
="6189","豐藝","44.6","0","0","2019","19'07/18","2.63","35.15","32.5","+12.1","+37.2","+9.45","234","","0","","","","","",""
="6191","精成科","47.5","+0.2","+0.42","2019","19'07/25","0.3","15.7","15.4","+32.1","+208","+31.8","2","","0","","","","","",""
="6192","巨路","80.5","-1.2","-1.47","2019","19'07/12","3.3","82","78.7","+1.8","+2.29","-1.5","1","","0","","","","","",""
="6196","帆宣","135","+0.5","+0.37","2019","19'07/16","3","53.1","50.1","+84.9","+169","+81.9","4","","0","","","","","",""
="6197","佳必琪","67.9","+0.3","+0.44","2019","19'07/09","2","31.7","29.7","+38.2","+129","+36.2","29","","0","","","","","",""
="6201","亞弘電","46.95","0","0","2019","19'08/05","2.7","36.7","34","+12.95","+38.1","+10.25","329","","0","","","","","",""
="6202","盛群","68","-1","-1.45","2019","19'08/13","4.7","71.4","66.7","+1.3","+1.95","-3.4","86","","0","","","","","",""
="6205","詮欣","67.3","-1.3","-1.9","2019","19'07/08","1.5","27.85","26.35","+40.95","+155","+39.45","224","","0","","","","","",""
="6206","飛捷","72","+0.7","+0.98","2019","19'07/17","5","80.6","75.6","-3.6","-4.76","-8.6","592","","0","","","","","",""
="6209","今國光","29","-0.6","-2.03","2019","","0","","","","","","","","0","","","","","",""
="6213","聯茂","68","-0.3","-0.44","2019","19'07/10","3.8","117.5","113.5","-45.5","-40.1","-49.5","4","","0","","","","","",""
="6214","精誠","102.5","-1.5","-1.44","2019","19'07/11","5","77.3","72.3","+30.2","+41.8","+25.2","131","","0","","","","","",""
="6215","和椿","25.9","-1.05","-3.9","2019","19'07/01","0.5","16.8","16.3","+9.6","+58.9","+9.1","19","","0","","","","","",""
="6216","居易","28.85","-0.3","-1.03","2019","19'08/28","1.98","28.9","26.9","+1.95","+7.25","-0.05","529","","0","","","","","",""
="6224","聚鼎","59.7","-0.3","-0.5","2019","19'07/04","3.75","59.5","55.8","+3.9","+6.99","+0.2","3","","0","","","","","",""
="6225","天瀚","9.3","+0.13","+1.42","2019","","0","","","","","","","","0","","","","","",""
="6226","光鼎","11.1","-0.2","-1.77","2019","19'07/23","0.12","7.69","7.57","+3.53","+46.6","+3.41","35","","0","","","","","",""
="6230","尼得科超眾","153.5","-3.5","-2.23","2019","19'08/01","4.7","246","241.5","-88","-36.4","-92.5","1","","0","","","","","",""
="6235","華孚","156.5","-4.5","-2.8","2019","19'09/19","0.5","13.3","12.8","+143.7","+1123","+143.2","3","","0","","","","","",""
="6239","力成","105.5","0","0","2019","19'08/01","4.8","85.6","80.8","+24.7","+30.6","+19.9","33","","0","","","","","",""
="6243","迅杰","50.2","-1.7","-3.28","2019","","0","","","","","","","","0","","","","","",""
="6257","矽格","57.4","+0.6","+1.06","2019","19'07/15","2.06","31.25","29.2","+28.2","+96.6","+26.15","29","","0","","","","","",""
="6269","台郡","92.7","+0.8","+0.87","2019","19'07/29","5","96.4","91.4","+1.3","+1.42","-3.7","4","","0","","","","","",""
="6271","同欣電","171.5","+0.5","+0.29","2019","19'07/25","6","134","128","+43.5","+34","+37.5","48","","0","","","","","",""
="6277","宏正","86.7","+0.2","+0.23","2019","19'07/25","8","93.5","85.5","+1.2","+1.4","-6.8","213","","0","","","","","",""
="6278","台表科","99.5","0","0","2019","19'07/11","1.3","70","68.7","+30.8","+44.8","+29.5","1","","0","","","","","",""
="6281","全國電","86","-0.4","-0.46","2019","19'07/03","4","66.9","62.9","+23.1","+36.7","+19.1","54","","0","","","","","",""
="6282","康舒","51.8","+1.3","+2.57","2019","19'08/23","1","23.4","22.4","+29.4","+131","+28.4","56","","0","","","","","",""
="6283","淳安","29.35","-0.25","-0.84","2019","","0","","","","","","","","0","","","","","",""
="6285","啟碁","116","0","0","2019","19'08/07","3.5","74.8","71.3","+44.7","+62.7","+41.2","3","","0","","","","","",""
="6288","聯嘉","33.8","+0.15","+0.45","2019","19'07/25","0.55","20.05","19.5","+14.3","+73.3","+13.75","2","","0","","","","","",""
="6405","悅城","22.4","-0.15","-0.67","2019","19'07/03","0.5","13.85","13.35","+9.05","+67.8","+8.55","2","","0","","","","","",""
="6409","旭隼","1820","+10","+0.55","2019","19'09/02","21","705","651","+1169","+180","+1115","47","19'09/02","0.5","705","651","+1169","+180","+1115","47"
="6412","群電","92.2","+1.9","+2.1","2019","19'06/27","2","49.9","47.9","+44.3","+92.5","+42.3","3","","0","","","","","",""
="6414","樺漢","288","-3.5","-1.2","2019","19'07/26","7","234","227","+61","+26.9","+54","18","","0","","","","","",""
="6415","矽力*-KY","334","-32","-8.74","2019","19'07/16","6.52","650","643","-309","-48.1","-316","1","","0","","","","","",""
="6416","瑞祺電通","95.9","+0.4","+0.42","2019","19'07/25","3.5","80.8","77.3","+18.6","+24.1","+15.1","20","","0","","","","","",""
="6426","統新","71.1","+1.6","+2.3","2019","19'09/06","1.49","132","130.5","-59.4","-45.5","-60.9","13","","0","","","","","",""
="6431","光麗-KY","19.1","-0.15","-0.78","2019","","0","","","","","","","","0","","","","","",""
="6438","迅得","111.5","-2","-1.76","2019","19'07/04","2.8","50.1","47.3","+64.2","+136","+61.4","3","","0","","","","","",""
="6442","光聖","53.1","-1.1","-2.03","2019","19'07/22","1.5","39.8","36.45","+16.65","+45.7","+13.3","67","19'07/22","0.5","39.8","36.45","+16.65","+45.7","+13.3","67"
="6443","元晶","34","-0.45","-1.31","2019","","0","","","","","","","","0","","","","","",""
="6449","鈺邦","55.2","-0.3","-0.54","2019","19'08/15","0.99","29.5","28.5","+26.7","+93.7","+25.7","3","","0","","","","","",""
="6451","訊芯-KY","126","+2.5","+2.02","2019","19'07/18","2.33","112","109.5","+16.5","+15.1","+14","3","","0","","","","","",""
="6456","GIS-KY","69","+0.3","+0.44","2019","19'06/19","4","102.5","98.5","-29.5","-29.9","-33.5","2","","0","","","","","",""
="6464","台數科","94","0","0","2019","19'08/01","5.51","110","103.5","-9.5","-9.18","-16","74","19'08/01","0.1","110","103.5","-9.5","-9.18","-16","74"
="6477","安集","49.35","-1.05","-2.08","2019","19'07/11","0.8","23.8","23","+26.35","+115","+25.55","116","","0","","","","","",""
="6491","晶碩","361","-8","-2.17","2019","19'07/22","1.5","223.39","","","","+137.61","1","","0","","","","","",""
="6504","南六","76.3","-0.2","-0.26","2019","19'07/30","5","154","149","-72.7","-48.8","-77.7","120","","0","","","","","",""
="6505","台塑化","79.5","-0.6","-0.75","2019","19'06/20","4.8","118.5","113.5","-34","-30","-39","","","0","","","","","",""
="6515","穎崴","797","-24","-2.92","","","","","","","","","","","","","","","","",""
="6525","捷敏-KY","70.5","-0.5","-0.7","2019","19'07/09","4","76.5","65.9","+4.6","+6.98","-6","393","19'07/09","1","76.5","65.9","+4.6","+6.98","-6","393"
="6531","愛普*","316","-4.5","-1.4","2019","19'08/26","0.51","42.25","41.75","+274.25","+657","+273.75","10","","0","","","","","",""
="6533","晶心科","462","-9.5","-2.01","2019","19'07/15","0.7","127.5","127","+335","+264","+334.5","1","","0","","","","","",""
="6541","泰福-KY","72","-2","-2.7","2019","","0","","","","","","","","0","","","","","",""
="6550","北極星藥業-KY","78.9","+1.4","+1.81","2019","","0","","","","","","","","0","","","","","",""
="6552","易華電","36.7","-0.35","-0.94","2019","19'08/23","2","100","98","-61.3","-62.6","-63.3","1","","0","","","","","",""
="6558","興能高","26.25","-0.85","-3.14","2019","19'07/25","1.2","64.2","63","-36.75","-58.3","-37.95","1","","0","","","","","",""
="6573","虹揚-KY","15.9","-0.2","-1.24","2019","19'07/25","0.25","26.25","25.35","-9.45","-37.3","-10.35","39","19'07/25","0.25","26.25","25.35","-9.45","-37.3","-10.35","39"
="6579","研揚","134.5","+4.5","+3.46","2019","19'07/02","4.1","85","80.9","+53.6","+66.3","+49.5","21","","0","","","","","",""
="6581","鋼聯","89.2","-0.8","-0.89","2019","19'08/12","4.98","94.8","89.8","-0.6","-0.67","-5.6","650","","0","","","","","",""
="6582","申豐","57.8","-0.5","-0.86","2019","19'07/30","3.59","55.4","51.8","+6","+11.6","+2.4","63","","0","","","","","",""
="6585","鼎基","74.8","-1.3","-1.71","2019","19'06/17","1.5","54.89","","","","+19.91","1","","0","","","","","",""
="6591","動力-KY","46.95","+0.45","+0.97","2019","19'07/09","1.5","43.05","41.55","+5.4","+13","+3.9","4","","0","","","","","",""
="6592","和潤企業","156.5","+4.5","+2.96","2019","19'07/15","3.3","150.45","","","","+6.05","2","","0","","","","","",""
"6592A","和潤企業甲特","97","+0.3","+0.31","","","","","","","","","","","","","","","","",""
="6598","ABC-KY","26.4","-0.1","-0.38","2019","","0","","","","","","","","0","","","","","",""
="6605","帝寶","114.5","-1.5","-1.29","2019","19'08/07","2.3","69.4","67.1","+47.4","+70.6","+45.1","3","","0","","","","","",""
="6606","建德工業","26.55","-0.15","-0.56","2019","","0.76","","","","","","","","0","","","","","",""
="6625","必應","119.5","-0.5","-0.42","2019","19'08/01","1.5","49.85","46.05","+73.45","+160","+69.65","87","19'08/01","0.5","49.85","46.05","+73.45","+160","+69.65","87"
="6641","基士德-KY","49.4","-0.25","-0.5","2019","19'06/24","3.8","66.2","62.4","-13","-20.8","-16.8","35","","0","","","","","",""
="6655","科定","124","0","0","2019","19'07/04","2","51","49","+75","+153","+73","320","","0","","","","","",""
="6657","華安","71.3","-2.6","-3.52","2019","","0","","","","","","","","0","","","","","",""
="6666","羅麗芬-KY","83.5","-1","-1.18","2019","19'07/11","7","227","200","-116.5","-58.2","-143.5","","19'07/11","1","227","200","-116.5","-58.2","-143.5",""
="6668","中揚光","39.7","-0.65","-1.61","2019","19'08/12","1","63.3","62.3","-22.6","-36.3","-23.6","9","","0","","","","","",""
="6669","緯穎","1735","+85","+5.15","2019","19'07/11","16","356.5","340.5","+1394.5","+410","+1378.5","4","","0","","","","","",""
="6670","復盛應用","222.5","-1.5","-0.67","2019","19'07/15","11","199","188","+34.5","+18.4","+23.5","129","","0","","","","","",""
="6671","三能-KY","42.5","0","0","2019","19'07/10","3","47.45","44.45","-1.95","-4.39","-4.95","423","","0","","","","","",""
="6672","騰輝電子-KY","87","-1.4","-1.58","2019","19'07/19","3.35","80.6","77.3","+9.7","+12.5","+6.4","3","","0","","","","","",""
="6674","鋐寶科技","29.2","+0.05","+0.17","2019","19'08/28","1.8","32","30.2","-1","-3.31","-2.8","36","","0","","","","","",""
="6689","伊雲谷","129","-3","-2.27","2019","19'09/12","1.74","205.98","","","","-76.98","1","","0","","","","","",""
="6691","洋基工程","380","+9.5","+2.56","2019","19'07/10","8","211","","","","+169","427","19'07/10","4","211","","","","+169","427"
="6695","芯鼎","42.6","-0.45","-1.05","2019","","0","","","","","","","","0","","","","","",""
="6698","旭暉應材","33.9","-0.7","-2.02","2019","19'07/26","1","80.07","","","","-46.17","1","","0","","","","","",""
="6706","惠特","74.9","-2.1","-2.73","2019","19'08/12","3.97","65.52","","","","+9.38","3","","0","","","","","",""
="6715","嘉基","127.5","-2.5","-1.92","2019","19'09/03","0.5","101.47","","","","+26.03","1","","0","","","","","",""
="6719","力智","255","-8.5","-3.23","2019","","1","","","","","","","","0","","","","","",""
="6743","安普新","63.8","+0.4","+0.63","","","","","","","","","","","","","","","","",""
="6753","龍德造船","104","+2.5","+2.46","","","","","","","","","","","","","","","","",""
="6754","匯僑設計","55.3","+0.5","+0.91","","","","","","","","","","","","","","","","",""
="6756","威鋒電子","229.5","-2","-0.86","","","","","","","","","","","","","","","","",""
="6768","志強-KY","65.4","-0.9","-1.36","","","","","","","","","","","","","","","","",""
="6770","力積電","29.9","-0.25","-0.83","","","","","","","","","","","","","","","","",""
="6776","展碁國際","53.9","-1.4","-2.53","","","","","","","","","","","","","","","","",""
="6781","AES-KY","760","-12","-1.55","","","","","","","","","","","","","","","","",""
="6782","視陽","201.5","-15.5","-7.14","","","","","","","","","","","","","","","","",""
="6789","采鈺","246","-8","-3.15","","","","","","","","","","","","","","","","",""
="6790","永豐實","40.6","-0.35","-0.85","","","","","","","","","","","","","","","","",""
="6792","詠業","82.9","-2","-2.36","","","","","","","","","","","","","","","","",""
="6796","晉弘","99.5","-2","-1.97","","","","","","","","","","","","","","","","",""
="6799","來頡","146.5","-4.5","-2.98","","","","","","","","","","","","","","","","",""
="6806","森崴能源","115.5","-0.5","-0.43","","","","","","","","","","","","","","","","",""
="6807","峰源-KY","28","0","0","","","","","","","","","","","","","","","","",""
="6830","汎銓","169.5","-5.5","-3.14","","","","","","","","","","","","","","","","",""
="6834","天二科技","26.5","-0.15","-0.56","","","","","","","","","","","","","","","","",""
="6835","圓裕","41.95","-0.6","-1.41","","","","","","","","","","","","","","","","",""
="6854","錼創科技-KY創","105","0","0","","","","","","","","","","","","","","","","",""
="6861","睿生光電","99.8","-0.7","-0.7","","","","","","","","","","","","","","","","",""
="6863","永道-KY","166.5","-3","-1.77","","","","","","","","","","","","","","","","",""
="6869","雲豹能源-創","96.5","-1.2","-1.23","","","","","","","","","","","","","","","","",""
="6873","泓德能源-創","115","-1.5","-1.29","","","","","","","","","","","","","","","","",""
="8011","台通","18.65","0","0","2019","","0","","","","","","","","0","","","","","",""
="8016","矽創","246.5","+0.5","+0.2","2019","19'07/15","5","145.5","140.5","+106","+75.4","+101","2","","0","","","","","",""
="8021","尖點","31.25","+0.85","+2.8","2019","19'07/25","1.2","20.25","19.05","+12.2","+64","+11","21","","0","","","","","",""
="8028","昇陽半導體","62.3","0","0","2019","19'06/17","1.6","44.75","43.15","+19.15","+44.4","+17.55","11","","0","","","","","",""
="8033","雷虎","62.1","-4","-6.05","2019","","0","","","","","","","","0","","","","","",""
="8039","台虹","41.3","-0.15","-0.36","2019","19'07/01","2.5","43.2","40.7","+0.6","+1.47","-1.9","12","","0","","","","","",""
="8046","南電","254.5","+7.5","+3.04","2019","19'07/09","0.7","40.4","39.7","+214.8","+541","+214.1","8","","0","","","","","",""
="8070","長華*","31.05","-2.45","-7.31","2019","19'12/12","16.1","177.5","173.5","-142.45","-82.1","-146.45","2","","0","","","","","",""
="8072","陞泰","27.25","-0.45","-1.62","2019","19'07/11","0.5","20.55","20.05","+7.2","+35.9","+6.7","2","","0","","","","","",""
="8081","致新","194","+2.5","+1.31","2019","19'08/01","5","99.8","94.8","+99.2","+105","+94.2","7","","0","","","","","",""
="8101","華冠","5.9","-0.24","-3.91","2019","","0","","","","","","","","0","","","","","",""
="8103","瀚荃","36.15","-0.15","-0.41","2019","19'08/02","1","24.7","23.7","+12.45","+52.5","+11.45","24","","0","","","","","",""
="8104","錸寶","41.85","+0.15","+0.36","2019","19'07/11","3","57.5","54.5","-12.65","-23.2","-15.65","9","","0","","","","","",""
="8105","凌巨","16.05","+0.15","+0.94","2019","","0","","","","","","","","0","","","","","",""
="8110","華東","14","-0.1","-0.71","2019","19'07/25","0.3","10.5","10.2","+3.8","+37.3","+3.5","2","","0","","","","","",""
="8112","至上","43.15","+0.05","+0.12","2019","19'07/22","3","31.9","28.9","+14.25","+49.3","+11.25","120","","0","","","","","",""
"8112A","至上甲特","40.65","+0.1","+0.25","","","","","","","","","","","","","","","","",""
="8114","振樺電","115.5","+4","+3.59","2019","19'08/01","6.2","116","110","+5.5","+5","-0.5","14","","0","","","","","",""
="8131","福懋科","40.55","+0.15","+0.37","2019","19'07/16","2.5","36.95","34.45","+6.1","+17.7","+3.6","106","","0","","","","","",""
="8150","南茂","34.8","-0.3","-0.85","2019","19'08/07","1.2","28.25","27.05","+7.75","+28.7","+6.55","1","","0","","","","","",""
="8163","達方","45.15","+1.65","+3.79","2019","19'07/09","3.5","46.5","43","+2.15","+5","-1.35","348","","0","","","","","",""
="8201","無敵","15.9","-0.15","-0.93","2019","","0","","","","","","","","0","","","","","",""
="8210","勤誠","206.5","+18.5","+9.84","2019","19'07/11","4","68.2","64.2","+142.3","+222","+138.3","24","","0","","","","","",""
="8213","志超","40.65","+0.2","+0.49","2019","19'08/02","2.18","40.5","38.3","+2.35","+6.14","+0.15","250","","0","","","","","",""
="8215","明基材","41.4","0","0","2019","19'07/25","0.6","24.4","23.8","+17.6","+73.9","+17","3","","0","","","","","",""
="8222","寶一","53.3","-0.9","-1.66","2019","19'07/18","0.5","20.5","20","+33.3","+166","+32.8","3","","0","","","","","",""
="8249","菱光","31.1","-0.05","-0.16","2019","19'07/18","1.3","23.15","21.85","+9.25","+42.3","+7.95","113","","0","","","","","",""
="8261","富鼎","98.8","+2.3","+2.38","2019","19'09/11","1","28.7","27.7","+71.1","+257","+70.1","6","","0","","","","","",""
="8271","宇瞻","53.1","-0.9","-1.67","2019","19'06/27","2.5","32.9","30.4","+22.7","+74.7","+20.2","23","","0","","","","","",""
="8341","日友","142.5","-2","-1.38","2019","19'07/03","6.5","278","271.5","-129","-47.5","-135.5","53","","0","","","","","",""
="8367","建新國際","43.8","-0.5","-1.13","2019","19'08/27","1","22.55","21.55","+22.25","+103","+21.25","2","","0","","","","","",""
="8374","羅昇","31.1","0","0","2019","19'07/19","0.5","19.8","19.3","+11.8","+61.1","+11.3","3","","0","","","","","",""
="8404","百和興業-KY","23.05","-0.4","-1.71","2019","19'07/31","0.2","50.5","46.55","-23.5","-50.5","-27.45","121","19'07/31","0.8","50.5","46.55","-23.5","-50.5","-27.45","121"
="8411","福貞-KY","15.75","+0.1","+0.64","2019","","0","","","","","","","","0","","","","","",""
="8422","可寧衛","195","+2","+1.04","2019","19'06/27","10","169","159","+36","+22.6","+26","240","","0","","","","","",""
="8429","金麗-KY","10.7","-0.4","-3.6","2019","19'09/02","0.13","13.9","13.55","-2.85","-21","-3.2","426","19'09/02","0.17","13.9","13.55","-2.85","-21","-3.2","426"
="8438","昶昕","26.05","+0.25","+0.97","2019","19'05/16","0.58","21.7","","","","+4.35","240","","0","","","","","",""
="8442","威宏-KY","81.4","+0.5","+0.62","2019","19'08/28","1.5","58","56.5","+24.9","+44.1","+23.4","14","","0","","","","","",""
="8443","阿瘦","11.95","-0.05","-0.42","2019","19'07/24","0.43","12.55","12.1","-0.15","-1.24","-0.6","337","","0","","","","","",""
="8454","富邦媒","653","-21","-3.12","2019","19'06/03","9","262","253","+400","+158","+391","15","","0","","","","","",""
="8462","柏文","158","-1","-0.63","2019","19'07/08","5.29","301","269","-111","-41.3","-143","","19'07/08","0.99","301","269","-111","-41.3","-143",""
="8463","潤泰材","25.2","-0.3","-1.18","2019","19'07/03","0.7","25.15","24.45","+0.75","+3.07","+0.05","4","","0","","","","","",""
="8464","億豐","341","+1","+0.29","2019","19'07/11","10","251.5","241.5","+99.5","+41.2","+89.5","2","","0","","","","","",""
="8466","美吉吉-KY","49.75","-1.05","-2.07","2019","19'06/26","3","72.8","69.8","-20.05","-28.7","-23.05","4","","0","","","","","",""
="8467","波力-KY","71.1","+6.4","+9.89","2019","19'07/03","2.5","43.1","40.6","+30.5","+75.1","+28","3","","0","","","","","",""
="8473","山林水","29.85","-0.15","-0.5","2019","19'07/22","2.56","53.9","51.3","-21.45","-41.8","-24.05","41","","0","","","","","",""
="8478","東哥遊艇","584","-11","-1.85","2019","19'07/11","2","42.2","40.2","+543.8","+1353","+541.8","1","","0","","","","","",""
="8481","政伸","54.7","-0.1","-0.18","2019","19'07/08","3","61.3","58.3","-3.6","-6.17","-6.6","7","","0","","","","","",""
="8482","商億-KY","67.9","-0.1","-0.15","2019","19'05/23","8","142","134","-66.1","-49.3","-74.1","7","","0","","","","","",""
="8488","吉源-KY","19.2","-0.55","-2.78","2019","19'09/02","0.5","17.85","17.35","+1.85","+10.7","+1.35","3","","0","","","","","",""
="8499","鼎炫-KY","101.5","0","0","2019","19'09/09","5","142","137","-35.5","-25.9","-40.5","221","","0","","","","","",""
="8926","台汽電","51.9","-0.7","-1.33","2019","19'07/09","1.5","27.55","26.05","+25.85","+99.2","+24.35","29","","0","","","","","",""
="8940","新天地","27.4","-1.1","-3.86","2019","","0","","","","","","","","0","","","","","",""
="8996","高力","343.5","-6.5","-1.86","2019","19'07/17","2","44.55","42.55","+300.95","+707","+298.95","8","","0","","","","","",""
="9103","美德醫療-DR","6.07","-0.04","-0.65","2019","","0","","","","","","","","0","","","","","",""
="910322","康師傅-DR","23.2","-0.2","-0.85","2019","19'06/06","1.01","25.7","24.7","-1.5","-6.07","-2.5","4","","0","","","","","",""
="9105","泰金寶-DR","3.83","0","0","2019","19'09/02","0.09","2.37","2.3","+1.53","+66.5","+1.46","150","","0","","","","","",""
="910861","神州-DR","6.12","-0.05","-0.81","2019","19'09/12","0.06","8.75","8.68","-2.56","-29.5","-2.63","158","","0","","","","","",""
="9110","越南控-DR","6.8","-0.01","-0.15","2019","","0","","","","","","","","0","","","","","",""
="911608","明輝-DR","3.27","-0.04","-1.21","2019","","0","","","","","","","","0","","","","","",""
="911622","泰聚亨-DR","5.09","+0.03","+0.59","2019","","0","","","","","","","","0","","","","","",""
="911868","同方友友-DR","1.19","0","0","2019","","0","","","","","","","","0","","","","","",""
="912000","晨訊科-DR","2.18","-0.06","-2.68","2019","19'04/09","0.08","2.5","2.42","-0.24","-9.92","-0.32","1","","0","","","","","",""
