"代號","名稱","成交","漲跌價","漲跌幅","股利發放年度","除息交易日","現金股利","除息前價格","除息參考價","除息至今漲跌價","除息至今漲跌幅","填息貼息(元)","填息花費日數","除權交易日","股票股利","除權前價格","除權參考價","除權至今漲跌價","除權至今漲跌幅","填權貼權(元)","填權花費日數"
="1416","廣豐","10.9","-0.25","-2.24","2020","","0","","","","","","","","0","","","","","",""
="1417","嘉裕","13.65","-0.2","-1.44","2020","20'07/10","0.5","10.95","10.45","+3.2","+30.6","+2.7","45","","0","","","","","",""
="1418","東華","21.6","+0.65","+3.1","2020","","0","","","","","","","","0","","","","","",""
="1419","新紡","43.4","-0.1","-0.23","2020","20'08/06","1","43.55","42.55","+0.85","+2","-0.15","3","","0","","","","","",""
="1423","利華","23.8","-0.15","-0.63","2020","20'07/23","0.12","13.5","13.4","+10.4","+77.6","+10.3","10","","0","","","","","",""
="1432","大魯閣","17.6","-0.1","-0.56","2020","20'11/16","4","21.55","17.55","+0.05","+0.28","-3.95","561","","0","","","","","",""
="1434","福懋","27.5","-0.1","-0.36","2020","20'07/13","2.5","36.25","33.75","-6.25","-18.5","-8.75","","","0","","","","","",""
="1436","華友聯","66.5","+0.1","+0.15","2020","20'07/20","2.5","39.9","37.4","+29.1","+77.8","+26.6","88","","0","","","","","",""
="1437","勤益控","27.9","+0.15","+0.54","2020","20'06/30","1.1","22.5","21.4","+6.5","+30.4","+5.4","7","","0","","","","","",""
="1438","三地開發","30.4","-0.05","-0.16","2020","","0","","","","","","","","0","","","","","",""
="1439","雋揚","22.4","+0.05","+0.22","2020","20'08/27","5","39.85","34.85","-12.45","-35.7","-17.45","","","0","","","","","",""
="1440","南紡","16","-0.15","-0.93","2020","20'08/06","0.2","11.25","11.05","+4.95","+44.8","+4.75","1","","0","","","","","",""
="1441","大東","8.08","0","0","2020","","0","","","","","","","","0","","","","","",""
="1442","名軒","31.9","+0.05","+0.16","2020","20'08/03","0.99","17.8","16.8","+15.1","+89.9","+14.1","25","","0","","","","","",""
="1443","立益物流","28.45","+0.05","+0.18","2020","","0","","","","","","","","0","","","","","",""
="1444","力麗","11.05","-0.15","-1.34","2020","","0","","","","","","","","0","","","","","",""
="1445","大宇","18.9","+0.05","+0.27","2020","20'08/21","0.2","8.72","8.51","+10.39","+122","+10.18","1","","0","","","","","",""
="1446","宏和","37.45","+1","+2.74","2020","20'07/29","0.3","27.6","27.3","+10.15","+37.2","+9.85","1","","0","","","","","",""
="1447","力鵬","7.88","-0.07","-0.88","2020","","0","","","","","","","","0","","","","","",""
="1449","佳和","19.8","+1.8","+10","2020","","0","","","","","","","","0","","","","","",""
="1451","年興","20.05","+0.05","+0.25","2020","","0","","","","","","","","0","","","","","",""
="1452","宏益","16.95","-0.05","-0.29","2020","20'07/06","1.2","17.8","16.6","+0.35","+2.11","-0.85","121","","0","","","","","",""
="1453","大將","14.7","+1.3","+9.7","2020","","0","","","","","","","20'08/26","0.2","8.25","8.08","+6.62","","+6.45","4"
="1454","台富","16.75","-0.05","-0.3","2020","20'08/21","0.26","8.2","7.94","+8.81","+111","+8.55","2","","0","","","","","",""
="1455","集盛","10.25","0","0","2020","","0","","","","","","","","0","","","","","",""
="1456","怡華","16.7","-0.2","-1.18","2020","","0","","","","","","","","0","","","","","",""
="1457","宜進","17.55","+0.05","+0.29","2020","20'08/26","1","14","13.5","+4.05","+30","+3.55","34","","0","","","","","",""
="1459","聯發","10.1","+0.18","+1.81","2020","","0","","","","","","","","0","","","","","",""
="1460","宏遠","8.78","-0.1","-1.13","2020","","0","","","","","","","","0","","","","","",""
="1463","強盛","14.65","-0.05","-0.34","2020","20'07/20","0.6","12.25","11.65","+3","+25.8","+2.4","27","","0","","","","","",""
="1464","得力","15.3","-0.05","-0.33","2020","20'07/09","1.5","21.65","20.15","-4.85","-24.1","-6.35","685","","0","","","","","",""
="1465","偉全","14.15","-0.05","-0.35","2020","20'09/07","1.5","15.6","14.1","+0.05","+0.35","-1.45","","","0","","","","","",""
="1466","聚隆","11.2","-0.1","-0.88","2020","","0","","","","","","","","0","","","","","",""
="1467","南緯","12.2","+0.05","+0.41","2020","","0","","","","","","","","0","","","","","",""
="1468","昶和","15.25","-0.3","-1.93","2020","","0","","","","","","","","0","","","","","",""
="1470","大統新創","19.65","-0.45","-2.24","2020","20'07/30","0.8","19.15","18.35","+1.3","+7.08","+0.5","32","","0","","","","","",""
="1471","首利","17.75","+1.15","+6.93","2020","","0","","","","","","","","0","","","","","",""
="1472","三洋實業","40.95","-0.15","-0.36","2020","","0","","","","","","","","0","","","","","",""
="1473","台南","24.6","+0.1","+0.41","2020","20'08/11","0.5","18.45","17.95","+6.65","+37","+6.15","6","","0","","","","","",""
="1474","弘裕","12.6","+0.05","+0.4","2020","","0","","","","","","","","0","","","","","",""
="1475","業旺","55.7","-0.4","-0.71","2020","","0","","","","","","","","0","","","","","",""
="1476","儒鴻","494","-0.5","-0.1","2020","20'07/09","11","345.5","334.5","+159.5","+47.7","+148.5","16","","0","","","","","",""
="1477","聚陽","305","-0.5","-0.16","2020","20'07/07","5","163","158","+147","+93","+142","1","","0","","","","","",""
="1503","士電","158.5","+7.5","+4.97","2020","20'07/27","1.6","48.5","46.9","+111.6","+238","+110","16","","0","","","","","",""
="1504","東元","52.7","+0.5","+0.96","2020","20'06/11","0.99","28.65","27.65","+25.05","+90.6","+24.05","30","","0","","","","","",""
="1506","正道","18.25","-0.3","-1.62","2020","","0","","","","","","","","0","","","","","",""
="1512","瑞利","14","0","0","2020","","0","","","","","","","","0","","","","","",""
="1513","中興電","135","+2.5","+1.89","2020","20'09/10","1.2","49.75","48.55","+86.45","+178","+85.25","1","","0","","","","","",""
="1514","亞力","61.2","-0.4","-0.65","2020","20'08/27","0.7","30.5","28.4","+32.8","+115","+30.7","1","20'08/27","0.5","30.5","28.4","+32.8","+115","+30.7","1"
="1515","力山","37.85","-1.4","-3.57","2020","20'07/14","3","80.9","77.9","-40.05","-51.4","-43.05","6","","0","","","","","",""
="1516","川飛","20.45","-0.15","-0.73","2020","20'09/01","0.08","17.05","16.45","+4","+24.3","+3.4","10","20'09/01","0.31","17.05","16.45","+4","+24.3","+3.4","10"
="1517","利奇","17.8","-0.45","-2.47","2020","20'09/03","0.2","11.3","11.1","+6.7","+60.4","+6.5","1","","0","","","","","",""
="1519","華城","179.5","+13.5","+8.13","2020","20'07/30","1","34.75","33.75","+145.75","+432","+144.75","1","","0","","","","","",""
="1521","大億","37.85","-0.35","-0.92","2020","20'07/09","4","63.5","59.5","-21.65","-36.4","-25.65","685","","0","","","","","",""
="1522","堤維西","34.3","0","0","2020","20'07/23","1.4","25.3","23.9","+10.4","+43.5","+9","117","","0","","","","","",""
"1522A","堤維西甲特","46.5","0","0","","","","","","","","","","","","","","","","",""
="1524","耿鼎","22.55","-0.15","-0.66","2020","20'04/09","0.4","8.83","8.43","+14.12","+167","+13.72","16","","0","","","","","",""
="1525","江申","106.5","-4","-3.62","2020","20'07/30","2","48.45","46.45","+60.05","+129","+58.05","6","","0","","","","","",""
="1526","日馳","38.05","-0.2","-0.52","2020","20'08/26","0.8","43","42.2","-4.15","-9.83","-4.95","1","","0","","","","","",""
="1527","鑽全","41.9","+0.1","+0.24","2020","20'08/28","1.2","39.7","38.5","+3.4","+8.83","+2.2","2","","0","","","","","",""
="1528","恩德","16.2","-0.6","-3.57","2020","20'09/25","0.1","8.08","7.97","+8.23","+103","+8.12","1","","0","","","","","",""
="1529","樂事綠能","40.1","+0.35","+0.88","2020","20'07/23","0.5","17.2","16.7","+23.4","+140","+22.9","32","","0","","","","","",""
="1530","亞崴","33.3","-0.2","-0.6","2020","20'08/04","1.5","31.55","30.05","+3.25","+10.8","+1.75","59","","0","","","","","",""
="1531","高林股","14.75","-0.1","-0.67","2020","20'07/27","0.2","11.25","11.05","+3.7","+33.5","+3.5","18","","0","","","","","",""
="1532","勤美","36.75","-0.6","-1.61","2020","20'08/12","0.92","27.55","26.6","+10.15","+38.2","+9.2","17","","0","","","","","",""
="1533","車王電","63.7","+0.2","+0.31","2020","20'08/27","0.5","30.3","29.8","+33.9","+114","+33.4","1","","0","","","","","",""
="1535","中宇","63.7","+1.1","+1.76","2020","20'07/16","1.2","33","31.8","+31.9","+100","+30.7","59","","0","","","","","",""
="1536","和大","68.2","-0.7","-1.02","2020","20'06/29","2","106","104","-35.8","-34.4","-37.8","4","","0","","","","","",""
="1537","廣隆","142.5","-0.5","-0.35","2020","20'08/12","10","150","140","+2.5","+1.79","-7.5","148","","0","","","","","",""
="1538","正峰","9.6","+0.05","+0.52","2020","","0","","","","","","","","0","","","","","",""
="1539","巨庭","28.1","-0.4","-1.4","2020","20'09/02","0.8","20.8","20","+8.1","+40.5","+7.3","3","","0","","","","","",""
="1540","喬福","18.3","-0.55","-2.92","2020","20'07/22","1","16.45","15.45","+2.85","+18.4","+1.85","172","","0","","","","","",""
="1541","錩泰","37.4","-0.35","-0.93","2020","","0","","","","","","","","0","","","","","",""
="1558","伸興","113","-0.5","-0.44","2020","20'07/01","8.8","139","130","-17","-13.1","-26","34","","0","","","","","",""
="1560","中砂","122.5","0","0","2020","20'07/06","2.8","66.2","63.4","+59.1","+93.2","+56.3","5","","0","","","","","",""
="1568","倉佑","24.55","-0.6","-2.39","2020","20'07/10","0.5","16.4","15.9","+8.65","+54.4","+8.15","2","","0","","","","","",""
="1582","信錦","59.7","-0.1","-0.17","2020","20'07/15","4.5","82.8","78.3","-18.6","-23.8","-23.1","18","","0","","","","","",""
="1583","程泰","71","+0.1","+0.14","2020","20'08/13","3","60.8","57.8","+13.2","+22.8","+10.2","1","","0","","","","","",""
="1587","吉茂","22.05","-0.2","-0.9","2020","20'06/12","0.5","13.25","12.75","+9.3","+72.9","+8.8","8","","0","","","","","",""
="1589","永冠-KY","63.6","-1.1","-1.7","2020","20'07/20","0.5","82.9","82.4","-18.8","-22.8","-19.3","1","","0","","","","","",""
="1590","亞德客-KY","1000","0","0","2020","20'09/03","4.73","694","689","+311","+45.1","+306","2","","0","","","","","",""
="1597","直得","69.8","-0.1","-0.14","2020","20'08/24","1","73","72","-2.2","-3.06","-3.2","2","","0","","","","","",""
="1598","岱宇","38.3","-0.55","-1.42","2020","20'07/13","1.11","68","66.9","-28.6","-42.8","-29.7","1","","0","","","","","",""
="1603","華電","37.65","-0.85","-2.21","2020","20'08/31","0.5","28.9","28.4","+9.25","+32.6","+8.75","4","","0","","","","","",""
="1604","聲寶","28.65","-1.05","-3.54","2020","20'07/01","1.5","21.55","20.05","+8.6","+42.9","+7.1","6","","0","","","","","",""
="1605","華新","41.35","+0.45","+1.1","2020","20'06/23","0.51","14.7","14.2","+27.15","+191","+26.65","11","","0","","","","","",""
="1608","華榮","21.85","-0.65","-2.89","2020","20'07/08","0.66","9.98","9.32","+12.53","+134","+11.87","30","","0","","","","","",""
="1609","大亞","39.4","+0.7","+1.81","2020","20'07/16","0.3","11.25","10.95","+28.45","+260","+28.15","1","","0","","","","","",""
="1611","中電","19.15","-0.05","-0.26","2020","20'06/15","1.2","13.65","12.45","+6.7","+53.8","+5.5","130","","0","","","","","",""
="1612","宏泰","26.3","-0.1","-0.38","2020","20'07/03","0.5","10.85","10.35","+15.95","+154","+15.45","4","","0","","","","","",""
="1614","三洋電","38.35","+0.05","+0.13","2020","20'07/16","0.83","38","37.15","+1.2","+3.23","+0.35","31","","0","","","","","",""
="1615","大山","39.9","0","0","2020","20'07/20","1","24.15","21.05","+18.85","+89.5","+15.75","93","20'07/20","1","24.15","21.05","+18.85","+89.5","+15.75","93"
="1616","億泰","10.25","-0.25","-2.38","2020","","0","","","","","","","","0","","","","","",""
="1617","榮星","16.4","-0.1","-0.61","2020","20'07/30","0.3","11.9","11.6","+4.8","+41.4","+4.5","4","","0","","","","","",""
="1618","合機","24.15","-0.9","-3.59","2020","20'07/15","0.3","8.76","8.46","+15.69","+185","+15.39","20","","0","","","","","",""
="1626","艾美特-KY","19.35","-0.9","-4.44","2020","20'07/21","0.8","28.45","27.1","-7.75","-28.6","-9.1","177","20'07/21","0.2","28.45","27.1","-7.75","-28.6","-9.1","177"
="1701","中化","24.9","-0.55","-2.16","2020","20'07/23","0.8","24.5","23.7","+1.2","+5.06","+0.4","27","","0","","","","","",""
="1702","南僑","46.8","-0.15","-0.32","2020","20'07/01","2","46","44","+2.8","+6.36","+0.8","100","","0","","","","","",""
="1707","葡萄王","164","-0.5","-0.3","2020","20'06/24","6.5","198","191.5","-27.5","-14.4","-34","694","","0","","","","","",""
="1708","東鹼","33.95","-0.65","-1.88","2020","20'07/09","0.8","27.3","24.55","+9.4","+38.3","+6.65","189","20'07/09","0.8","27.3","24.55","+9.4","+38.3","+6.65","189"
="1709","和益","24.55","-0.15","-0.61","2020","20'08/25","0.5","14.45","13.95","+10.6","+76","+10.1","7","","0","","","","","",""
="1710","東聯","20.9","-0.05","-0.24","2020","20'07/13","0.3","16.8","16.5","+4.4","+26.7","+4.1","4","","0","","","","","",""
="1711","永光","20.6","-0.45","-2.14","2020","20'06/17","0.3","14.85","14.55","+6.05","+41.6","+5.75","1","","0","","","","","",""
="1712","興農","35.5","+0.2","+0.57","2020","20'04/08","1.3","19.15","17.85","+17.65","+98.9","+16.35","20","","0","","","","","",""
="1713","國化","31.7","-0.3","-0.94","2020","20'07/09","0.58","18.55","17.95","+13.75","+76.6","+13.15","85","","0","","","","","",""
="1714","和桐","8.71","-0.04","-0.46","2020","","0","","","","","","","","0","","","","","",""
="1717","長興","31.25","-0.15","-0.48","2020","20'07/09","1.4","34.3","32.9","-1.65","-5.02","-3.05","19","","0","","","","","",""
="1718","中纖","8.02","-0.02","-0.25","2020","","0","","","","","","","","0","","","","","",""
="1720","生達","64.3","-1.2","-1.83","2020","20'07/30","1.5","42.85","41.35","+22.95","+55.5","+21.45","1","","0","","","","","",""
="1721","三晃","14.75","-0.15","-1.01","2020","","0","","","","","","","","0","","","","","",""
="1722","台肥","61.4","-0.7","-1.13","2020","20'08/28","2.2","56.9","54.7","+6.7","+12.2","+4.5","144","","0","","","","","",""
="1723","中碳","113.5","-0.5","-0.44","2020","20'07/15","5","105","100","+13.5","+13.5","+8.5","96","","0","","","","","",""
="1725","元禎","21.2","-0.1","-0.47","2020","20'07/16","0.81","14.75","13.95","+7.25","+52","+6.45","92","","0","","","","","",""
="1726","永記","75.1","-0.3","-0.4","2020","20'08/25","3.2","72","68.8","+6.3","+9.16","+3.1","62","","0","","","","","",""
="1727","中華化","32.35","-0.9","-2.71","2020","20'06/15","0.2","9.42","9.22","+23.13","+251","+22.93","4","","0","","","","","",""
="1730","花仙子","59.4","+0.1","+0.17","2020","20'08/14","3.76","74.5","70.7","-11.3","-16","-15.1","180","","0","","","","","",""
="1731","美吾華","22.05","-0.1","-0.45","2020","20'06/23","0.6","15.25","14.65","+7.4","+50.5","+6.8","8","","0","","","","","",""
="1732","毛寶","27","-0.4","-1.46","2020","","0","","","","","","","","0","","","","","",""
="1733","五鼎","26.55","-0.35","-1.3","2020","20'07/01","1.11","27.5","26.4","+0.15","+0.57","-0.95","6","","0","","","","","",""
="1734","杏輝","33.75","-0.2","-0.59","2020","20'07/23","0.2","38.8","38.6","-4.85","-12.6","-5.05","1","","0","","","","","",""
="1735","日勝化","16.9","-0.15","-0.88","2020","20'07/06","0.65","17.35","16.7","+0.2","+1.2","-0.45","183","","0","","","","","",""
="1736","喬山","77.2","+1","+1.31","2020","20'09/16","1.4","69.8","68.4","+8.8","+12.9","+7.4","4","","0","","","","","",""
="1737","臺鹽","35.35","-0.5","-1.39","2020","20'08/25","1.5","32.3","30.8","+4.55","+14.8","+3.05","34","","0","","","","","",""
="1752","南光","58.6","-1.5","-2.5","2020","20'07/07","1.7","54.1","52.4","+6.2","+11.8","+4.5","603","","0","","","","","",""
="1760","寶齡富錦","131","-0.5","-0.38","2020","20'06/30","1.8","142","140","-9","-6.43","-11","8","","0","","","","","",""
="1762","中化生","78.4","-2.9","-3.57","2020","20'07/23","0.8","54.7","53.9","+24.5","+45.5","+23.7","1","","0","","","","","",""
="1773","勝一","132","-2","-1.49","2020","20'07/08","2.2","129","105.5","+26.5","+25.1","+3","225","20'07/08","2","129","105.5","+26.5","+25.1","+3","225"
="1776","展宇","17","-0.1","-0.58","2020","20'09/03","0.85","16.55","15.7","+1.3","+8.28","+0.45","24","","0","","","","","",""
="1783","和康生","60.6","-2.4","-3.81","2020","20'08/06","0.78","27.65","26.85","+33.75","+126","+32.95","143","","0","","","","","",""
="1786","科妍","86.1","-1.5","-1.71","2020","20'09/02","1.36","68.5","63.9","+22.2","+34.7","+17.6","5","20'09/02","0.5","68.5","63.9","+22.2","+34.7","+17.6","5"
="1789","神隆","28.95","-0.5","-1.7","2020","20'07/23","0.27","33.5","33.25","-4.3","-12.9","-4.55","1","","0","","","","","",""
="1795","美時","290","+7","+2.47","2020","","0","","","","","","","","0","","","","","",""
="1802","台玻","17.9","-0.15","-0.83","2020","","0","","","","","","","","0","","","","","",""
="1805","寶徠","9.6","-0.08","-0.83","2020","","0","","","","","","","","0","","","","","",""
="1806","冠軍","10.5","-0.1","-0.94","2020","","0","","","","","","","","0","","","","","",""
="1808","潤隆","84.7","+1.7","+2.05","2020","20'09/24","2","74","60","+24.7","+41.2","+10.7","408","20'09/24","2","74","60","+24.7","+41.2","+10.7","408"
="1809","中釉","15.25","-0.2","-1.29","2020","20'07/21","0.2","9.71","9.51","+5.74","+60.4","+5.54","2","","0","","","","","",""
="1810","和成","22.8","-0.6","-2.56","2020","","0","","","","","","","","0","","","","","",""
="1817","凱撒衛","37.4","0","0","2020","20'07/01","1.71","34","32.3","+5.1","+15.8","+3.4","121","","0","","","","","",""
="1903","士紙","51.5","-0.7","-1.34","2020","","0","","","","","","","","0","","","","","",""
="1904","正隆","32.55","-0.25","-0.76","2020","20'07/06","1.2","23.95","22.75","+9.8","+43.1","+8.6","6","","0","","","","","",""
="1905","華紙","27.45","0","0","2020","","0","","","","","","","","0","","","","","",""
="1906","寶隆","15.9","-0.1","-0.62","2020","20'07/09","0.5","13.05","12.55","+3.35","+26.7","+2.85","5","","0","","","","","",""
="1907","永豐餘","36.3","-0.4","-1.09","2020","20'07/15","0.7","14.3","13.6","+22.7","+167","+22","6","","0","","","","","",""
="1909","榮成","16.3","-0.1","-0.61","2020","20'07/02","0.3","14.35","14.05","+2.25","+16","+1.95","3","","0","","","","","",""
="2002","中鋼","28.85","0","0","2020","20'07/24","0.5","20.7","20.2","+8.65","+42.8","+8.15","32","","0","","","","","",""
"2002A","中鋼特","45.1","-0.2","-0.44","2020","20'07/24","1.4","54.6","53.2","-8.1","-15.2","-9.5","","","0","","","","","",""
="2006","東和鋼鐵","56.9","-0.3","-0.52","2020","20'06/12","1.35","24.3","22.95","+33.95","+148","+32.6","35","","0","","","","","",""
="2007","燁興","9.78","-0.18","-1.81","2020","","0","","","","","","","","0","","","","","",""
="2008","高興昌","19.7","0","0","2020","","0","","","","","","","","0","","","","","",""
="2009","第一銅","30.6","-0.4","-1.29","2020","","0","","","","","","","","0","","","","","",""
="2010","春源","17.85","-0.3","-1.65","2020","20'07/09","0.3","10.05","9.75","+8.1","+83.1","+7.8","24","","0","","","","","",""
="2012","春雨","25.95","-0.2","-0.76","2020","20'07/03","1.2","18.05","16.85","+9.1","+54","+7.9","52","","0","","","","","",""
="2013","中鋼構","55.2","-0.3","-0.54","2020","20'07/21","0.81","26.45","25.65","+29.55","+115","+28.75","2","","0","","","","","",""
="2014","中鴻","23.1","-0.25","-1.07","2020","","0","","","","","","","","0","","","","","",""
="2015","豐興","69.2","-1.3","-1.84","2020","20'06/29","3","54.8","51.8","+17.4","+33.6","+14.4","31","","0","","","","","",""
="2017","官田鋼","17","-0.3","-1.73","2020","","0","","","","","","","","0","","","","","",""
="2020","美亞","26.5","+1.2","+4.74","2020","20'06/18","1.85","18.9","17.05","+9.45","+55.4","+7.6","113","","0","","","","","",""
="2022","聚亨","9.43","-0.07","-0.74","2020","","0","","","","","","","","0","","","","","",""
="2023","燁輝","15.05","-0.1","-0.66","2020","","0","","","","","","","","0","","","","","",""
="2024","志聯","17.2","-0.05","-0.29","2020","20'07/02","0.35","14.45","14.1","+3.1","+22","+2.75","17","","0","","","","","",""
="2025","千興","5.3","+0.03","+0.57","2020","","0","","","","","","","","0","","","","","",""
="2027","大成鋼","47","-0.2","-0.42","2020","20'07/15","1","25.8","24.3","+22.7","+93.4","+21.2","94","20'07/15","0.2","25.8","24.3","+22.7","+93.4","+21.2","94"
="2028","威致","23.95","0","0","2020","","0","","","","","","","","0","","","","","",""
="2029","盛餘","25.3","-0.15","-0.59","2020","20'07/16","0.15","17.8","17.65","+7.65","+43.3","+7.5","1","","0","","","","","",""
="2030","彰源","20.8","-0.25","-1.19","2020","20'07/23","0.51","10.7","10.2","+10.6","+104","+10.1","28","","0","","","","","",""
="2031","新光鋼","43.15","-0.1","-0.23","2020","20'07/15","0.81","24.55","23.75","+19.4","+81.7","+18.6","1","","0","","","","","",""
="2032","新鋼","17.35","-0.15","-0.86","2020","20'07/06","0.35","8.7","8.35","+9","+108","+8.65","27","","0","","","","","",""
="2033","佳大","13.95","-0.15","-1.06","2020","20'07/22","0.2","9.25","9.05","+4.9","+54.1","+4.7","1","","0","","","","","",""
="2034","允強","28.9","-0.1","-0.34","2020","20'07/15","1.5","25.5","24","+4.9","+20.4","+3.4","96","","0","","","","","",""
="2038","海光","18.8","-0.35","-1.83","2020","","0","","","","","","","","0","","","","","",""
="2049","上銀","221","+0.5","+0.23","2020","20'08/12","1.8","313","302","-81","-26.8","-92","2","20'08/12","0.3","313","302","-81","-26.8","-92","2"
="2059","川湖","715","+22","+3.17","2020","20'08/27","8","322.5","314.5","+400.5","+127","+392.5","114","","0","","","","","",""
="2062","橋椿","22.95","0","0","2020","20'09/18","0.1","26.25","26.15","-3.2","-12.2","-3.3","1","","0","","","","","",""
="2069","運錩","18.65","-0.15","-0.8","2020","20'07/28","0.5","15.55","15.05","+3.6","+23.9","+3.1","82","","0","","","","","",""
="2101","南港","38.05","-0.25","-0.65","2020","20'08/26","1.1","48.2","47.85","-9.8","-20.5","-10.15","21","","0","","","","","",""
="2102","泰豐","18.15","-0.1","-0.55","2020","","0","","","","","","","","0","","","","","",""
="2103","台橡","25.2","-0.05","-0.2","2020","20'07/17","0.5","17.4","16.9","+8.3","+49.1","+7.8","32","","0","","","","","",""
="2104","國際中橡","20.55","-0.05","-0.24","2020","20'08/31","0.2","20.45","20.25","+0.3","+1.48","+0.1","1","","0","","","","","",""
="2105","正新","39.7","-0.05","-0.13","2020","20'07/23","1","35.65","34.65","+5.05","+14.6","+4.05","1","","0","","","","","",""
="2106","建大","31.3","-0.25","-0.79","2020","20'09/02","0.4","31.8","30.2","+1.1","+3.64","-0.5","37","20'09/02","0.4","31.8","30.2","+1.1","+3.64","-0.5","37"
="2107","厚生","20.8","-0.15","-0.72","2020","20'07/03","0.82","18.45","17.65","+3.15","+17.8","+2.35","32","","0","","","","","",""
="2108","南帝","36","-0.5","-1.37","2020","20'07/13","2.1","38.5","36.4","-0.4","-1.1","-2.5","19","","0","","","","","",""
="2109","華豐","14.7","-0.05","-0.34","2020","","0","","","","","","","","0","","","","","",""
="2114","鑫永銓","108","+1","+0.93","2020","20'07/10","5","85.3","80.3","+27.7","+34.5","+22.7","105","","0","","","","","",""
="2115","六暉-KY","31.35","-0.35","-1.1","2020","20'08/25","2.2","46.6","42.3","-10.95","-25.9","-15.25","63","20'08/25","0.5","46.6","42.3","-10.95","-25.9","-15.25","63"
="2201","裕隆","80.2","+0.2","+0.25","2020","","0","","","","","","","","0","","","","","",""
="2204","中華","93.5","-4","-4.1","2020","","0","","","","","","","","0","","","","","",""
="2206","三陽工業","80.8","-1.4","-1.7","2020","20'07/21","1.01","21.65","20.65","+60.15","+291","+59.15","13","","0","","","","","",""
="2207","和泰車","776","-1","-0.13","2020","20'07/14","14","748","734","+42","+5.72","+28","2","","0","","","","","",""
="2208","台船","24.1","-0.35","-1.43","2020","","0","","","","","","","","0","","","","","",""
="2211","長榮鋼","65","-0.2","-0.31","2020","20'08/04","2","41.85","","","","+23.15","12","","0","","","","","",""
="2227","裕日車","197.5","-1","-0.5","2020","20'08/12","21.27","281","259.5","-62","-23.9","-83.5","149","","0","","","","","",""
="2228","劍麟","100.5","0","0","2020","20'08/03","5","88","83","+17.5","+21.1","+12.5","71","","0","","","","","",""
="2231","為升","168","+4","+2.44","2020","20'07/09","6.99","156.5","146.5","+21.5","+14.7","+11.5","34","20'07/09","0.21","156.5","146.5","+21.5","+14.7","+11.5","34"
="2233","宇隆","110.5","-1","-0.9","2020","20'08/21","3.3","67.1","63.8","+46.7","+73.2","+43.4","2","","0","","","","","",""
="2236","百達-KY","65.4","-1.4","-2.1","2020","20'11/24","0.06","18.15","17.45","+47.95","+275","+47.25","3","20'11/24","0.36","18.15","17.45","+47.95","+275","+47.25","3"
="2239","英利-KY","74.3","-4.6","-5.83","2020","20'08/20","2.5","83","80.5","-6.2","-7.7","-8.7","13","","0","","","","","",""
="2241","艾姆勒","38.55","+1.85","+5.04","2020","20'08/10","0.88","65.3","","","","-26.75","1","","0","","","","","",""
="2243","宏旭-KY","16.25","-0.85","-4.97","2020","","0","","","","","","","","0","","","","","",""
="2247","汎德永業","334","-5","-1.47","2020","20'08/25","8.44","281","","","","+53","2","","0","","","","","",""
="2250","IKKA-KY","70.6","-0.2","-0.28","","","","","","","","","","","","","","","","",""
="2301","光寶科","126.5","+6.5","+5.42","2020","20'06/23","3.2","53.1","49.9","+76.6","+154","+73.4","136","","0","","","","","",""
="2302","麗正","19.65","-0.3","-1.5","2020","","0","","","","","","","","0","","","","","",""
="2303","聯電","47.75","-0.75","-1.55","2020","20'07/15","0.8","16.8","16","+31.75","+198","+30.95","2","","0","","","","","",""
="2305","全友","21.4","-0.65","-2.95","2020","","0","","","","","","","","0","","","","","",""
="2308","台達電","363","+3.5","+0.97","2020","20'07/02","5","169.5","164.5","+198.5","+121","+193.5","2","","0","","","","","",""
="2312","金寶","15.95","+0.1","+0.63","2020","20'07/09","0.31","10.85","10.55","+5.4","+51.2","+5.1","35","","0","","","","","",""
="2313","華通","45.75","+0.15","+0.33","2020","20'07/09","1.2","49.8","48.6","-2.85","-5.86","-4.05","1","","0","","","","","",""
="2314","台揚","42.5","-0.9","-2.07","2020","","0","","","","","","","","0","","","","","",""
="2316","楠梓電","27.1","0","0","2020","20'07/13","0.5","31.3","30.8","-3.7","-12","-4.2","1","","0","","","","","",""
="2317","鴻海","107.5","+2.5","+2.38","2020","20'07/23","4.2","85.9","81.7","+25.8","+31.6","+21.6","95","","0","","","","","",""
="2321","東訊","19.2","+0.1","+0.52","2020","","0","","","","","","","","0","","","","","",""
="2323","中環","14.1","-0.7","-4.73","2020","20'07/17","0.2","7.64","7.44","+6.66","+89.5","+6.46","4","","0","","","","","",""
="2324","仁寶","29.55","+0.6","+2.07","2020","20'07/17","1.2","20","18.8","+10.75","+57.2","+9.55","34","","0","","","","","",""
="2327","國巨","497","+0.5","+0.1","2020","20'06/22","13.06","404.5","391.5","+105.5","+26.9","+92.5","2","","0","","","","","",""
="2328","廣宇","43.2","+1.4","+3.35","2020","20'08/31","1","18.85","17.85","+25.35","+142","+24.35","55","","0","","","","","",""
="2329","華泰","28.1","+0.1","+0.36","2020","20'09/01","0.15","10.85","10.7","+17.4","+163","+17.25","1","","0","","","","","",""
="2330","台積電","578","+1","+0.17","2020","20'12/17","10","512","510","+68","+13.3","+66","19","","0","","","","","",""
="2331","精英","30.35","-0.15","-0.49","2020","","0","","","","","","","","0","","","","","",""
="2332","友訊","21.45","-0.25","-1.15","2020","","0","","","","","","","","0","","","","","",""
